course_title,url,is_paid,price,num_subscibers,num_reviews,num_lectures,level,content_duration,subject,published_date,year,month,day
ETHICAL HACKING,https://gicseh.com/ethical-hacking-course-in-india.php,TRUE,42000,233,332,20,ALL LEVEL,6 months,ETHICAL HACKING,03-05-2020,2020,3,5
ETHICAL HACKING,https://academy.tcm-sec.com/p/practical-ethical-hacking-the-complete-course,TRUE,42000,322,222,20,ALL LEVEL,6 months,ETHICAL HACKING,31-07-2023,2023,3,7
ETHICAL HACKING,https://alison.com/course/diploma-in-ethical-hacking,TRUE,42000,322,288,20,ALL LEVEL,6 months,ETHICAL HACKING,3/22/2022,2022,3,22
ETHICAL HACKING,https://alison.com/course/diploma-in-ethical-hacking,TRUE,42000,200,235,20,ALL LEVEL,6 months,ETHICAL HACKING,03-08-2022,2022,3,8
ETHICAL HACKING,https://www.cybrary.it/course/ethical-hacking,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,ETHICAL HACKING,02-05-2022,2022,2,5
ETHICAL HACKING,https://hackr.io/blog/best-ethical-hacking-courses,TRUE,42000,190,332,15,ALL LEVEL,6 months,ETHICAL HACKING,03-04-2023,2023,3,4
ETHICAL HACKING,https://www.onlc.com/outline.asp?ccode=sceh11,TRUE,42000,233,332,20,ALL LEVEL,6 months,ETHICAL HACKING,03-05-2020,2020,3,5
ETHICAL HACKING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwirgo3D04CGAxVLo2YCHUkhC24YABAAGgJzbQ&ae=2&dsh=1&agsac=GnmieTlgFqE&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWYXXVou6ATBGB5FivSKbsdRch4iz5GPDztcyzlVDWuch8wPdYIm3YcaAkZ0EALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvo-hm_AMVXFBuLNfGnHBpGPOx7h-7W0J9jdosjMe1eKxCQYqQY4Rb10-7LaaTxRTGgKTQ_D_BwE&ohost=www.google.com&cid=CAESwwHg9ngBQB4tNCWOJa8bMnj-NAHj1EpVAxp8KIIwvn2ynzzCn03wozcBCA-J7_SAm6Wrjq7O5JBEPH0D8hFic3iW0ZSHjSlSmiQGvudkIm4lNuo4IleocYr-sEx4xDeb0f6yUnlC18Jl1CS8qzl5edTVT273mDqtPujZDN5B0GIC60XiYZlh1I8b3lqCzo8FPorQyJiktdP21oQzZXg0rRiT3dIhVkZTdqJIXp1Z7CUUp_-yfEQ2YuJsZjlJpQuuIF_w0X8&sig=AOD64_0_q9X93mvbrVAA8sAIugSh2jdvKA&q&adurl&ved=2ahUKEwj3w4bD04CGAxUEcmwGHTw3BHw4FBDRDHoECAAQAQ&ms=CoACWlAUpwFTbYQQvWMh-6A4x9zyDpFlYl3-JijQ4hXHSYa1Vb93f6KdAqaMzo-EYLJoc__Ycu_VbhVK0D-t8iENx0SXPUvYBA6_vDgKud-jdIZsaGFaZ88MBqIDV_pYwCXMD-aR0jY0agshmVz1kfT-2T8Qyxu8QeyWMgjV60zwJyGksg3Totf0IbrhMyQA40xTjFt4bYSlRNjQ4v-FCPmje4mc-tWC6gzc6Mi0whUtYJUlQK_UW5KypqUJ4P5UNANRQwuMqnmBbopZKwzXW2cVEZHOgwdpfBn40edxjmtc4BEKuKRFEy6BwrmRqgc6Rha-zPAiRtKFSv8ae3wZSD-FwgqAAmvmH2ibJ-aT0S6T-sFMR-Bax5HXzwbB0VUwaYNL4m4RZ57zT1aUhSwm_1DmG9dsYLDb2ofmCUpA3U3WVqThxx8OcKUyXRxCtfWUklyEbkHE6-wFWIv4jlgpdeOQNU2LpNUTj0s_UscetDcTJ09a2Yvc1dpGRTl3D6jsOCH-bzMj-M-smC6RfzFh2C6zMkzaeR-Y2dyqKs8xLkSPaVVfVhWu8LYTkA_FihuKlNDoVQ-bDlEWwnDGhvHdVMhepQv7uA960c-c-zoWnpsieTdTeZ9liCQOVGyRcpGIJqwfuiNtJBI7h74EAag40NVmeMXojak13VOVSgI3vBaGGAtEOZsSEDnqdVnrhjrIJn7Pwq1rU7Y&dct=1,TRUE,42000,322,222,20,ALL LEVEL,6 months,ETHICAL HACKING,31-07-2023,2023,3,7
ETHICAL HACKING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwirgo3D04CGAxVLo2YCHUkhC24YABACGgJzbQ&ae=2&dsh=1&agsac=Vmzu4Xdb18Q&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWbFJ3ISel2_UiWFArUAO6LezoCtfL-ubQSs0XbUnu1IfubgsS7FhZgaAkffEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvrmvY3EIPREouFf4gyEIfjyXR7l0oKBaX-2tg_IK03A0CBmN_WuI_V0_xk7m3tiJGgJj4fD_BwE&ohost=www.google.com&cid=CAESwwHg9ngBQB4tNCWOJa8bMnj-NAHj1EpVAxp8KIIwvn2ynzzCn03wozcBCA-J7_SAm6Wrjq7O5JBEPH0D8hFic3iW0ZSHjSlSmiQGvudkIm4lNuo4IleocYr-sEx4xDeb0f6yUnlC18Jl1CS8qzl5edTVT273mDqtPujZDN5B0GIC60XiYZlh1I8b3lqCzo8FPorQyJiktdP21oQzZXg0rRiT3dIhVkZTdqJIXp1Z7CUUp_-yfEQ2YuJsZjlJpQuuIF_w0X8&sig=AOD64_2287FAe3vMOlSR6JOcQCRX6fUchA&q&adurl&ved=2ahUKEwj3w4bD04CGAxUEcmwGHTw3BHw4FBDRDHoECAEQAQ&ms=CoACUlBEsktrL4EY3Xkw-fA41paKHJItU1XjJHjQ8hfmG5a_DP1jPZKdEKTt1JLOGPh2ecbAZu_0JBwIiWW8uGEH1QyGZV2SRBS5vDAIotX6JIUsUHlTJ89ED6p6Fe5YsGXLR5bByDQsOA0h8VzwkdW8xTVo2R6-eKyMcHiN6gawZS-uux3A4KakOrKwOzdA0kZWxnJyZ8b0VsiSmr2RALmpfMPsuNbKql7M4OH0xV9VepUvUf3aUcOosO9RsvsWNRFDQyPerXGIZoQZIlzRE15fA9n_mwMrVFPt0645kGl1-AJCoOxcG37Bx_nJ4A9wfxyjhLFoRtr1GvJQemQDABeH2wqAAmHOgyR7coP8W2hKHnAOCu9hu8gEGZnjsUAjq1urgnY9Embqfgqe2LaphJGvM7Bpgo5ctTKlLKL3Bo2TkTmrqGMhQq_Q1lT_4SXYyFReIMfOLG4eOYp5Mp9kHRKltRry84FfqmIRENGINoAqryT2r4eyL7AliG0F-ri7bM119SlKnpQyjSwqIF_Jo_xEvkF3Cc7_hoRE8MrYCbjtbhCje9xnENl1y0upEaldDJTJwjyZs5T9wCPXcyisFrK9ABlBSqG0UcvHiviX9jEXqGCC-CMbHpz0wE-l5EW_57IdBLIpCxLUmgU5IpfIW_tdGhul5zxw439esmRlc2_SW3DuVOASEDbKzlgCUFPEeKzIyExdxtU&dct=1,TRUE,42000,200,234,15,ALL LEVEL,6 months,ETHICAL HACKING,05-07-2022,2022,5,7
ETHICAL HACKING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjFk8-g0oCGAxWqFYMDHQH9CpEYABAGGgJzZg&ae=2&dsh=1&agsac=Iv0fLgh6eVU&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWY40qJ8xEcyn7ZEuwZadXiBemN7bHiARZsfVTy-NTm18dcoU0sJ68caAkfmEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvvRhkm3_iVcNAhpzsTxZPQc3TgI-c_MW2PB0VVIL4rC4UVIfhDcrta9NYfC2bfUwGgIG3_D_BwE&ohost=www.google.com&cid=CAESwwHg9i0yF7sBaNzJVtR2qZXSIaacJ8zgS6j7yqAuH5UAVj8v_7kS4alYxeMsZ7ko8-7Y5Mad-tnvh0hK45TyPaOcyvCpf-zgPwVcWv5mzDGmm5jrUoreEN2Y0Hr2e7nM3JbqOJrdTLDOsXC-EGBI9nR1uVxQ2jjxwEJ90pz7-Sqzf-FRvwSoVTjG4-ABzNrE7KaQPafameOIQsuKhpSqgaKgsqu7CNNoQCmMjrpJFdw2loWwMBx5ER9ADjjE34ajqbYJWe8&sig=AOD64_1GcoU12UC-9_4pUa5yHrz4FU5hKA&q&adurl&ved=2ahUKEwjq3Mig0oCGAxUGa2wGHXssC0k4ChDRDHoECAIQAQ&ms=CoACqehabvpkjfwG-QTDzOM-O26gT5nIvgFoyJ407u5GwGnq21DXil7Uhvygo2ZcwZHiyxK-6WTu72Ps8POQt4fwsUmNk6ZRkQ_uVgwtwK8cyJotSjk9wZ3PgwPBM85wqULFjaIm0D53R49SSfMEqNTHrvnrBklqEXvpggH7dDZZG6gNje1H5RDWVFfBAE3wYS8JaTqq0yYI1rMfz14NnAd9AWQwA8OMGiO1DYthh0V8vxVcXa0X7B9O8ybLp0T8ilNpXtVRF--r7kXb6V5-FVWeJubdG5dDF7gG0QW0qU3rz7ax8FAaBLrtTtBjlmAOUjSKvUaf2l_tmKmRXq-9C5aOwQqAAhX5FKkqZZFHoFgyBxysvOrHyVmiO06bFOhrvdFT-j3xog16yuNqwsaszi-Z89gHFheE1i5Ak7kaJHlPk61NKLppELfm6_MDNuKYZIBhxik-knNvtGqPUxUnEJjyVq-O0YO_BOrP15hjZrfl8IAkY3g9wrLra54P3RI6vYUrPc6dJkppYPu0fP_Ik0OGHzajKjPgAgg5g_IB0WASKRSDEOYCoegycrX8GxBQ4wMv0kEW_xC4iG5oVzqagrdQpprsqOHqJwrOUGV-N_8WJ1mvItkpF_firWfFQVpi1CPLTeQqGkdg_OVNRdHG0SvfjEzVYe6yppWJn0yphHzlQvc7DXYSEE37pdhmOZbHM2dM8md-g3g&dct=1,TRUE,42000,222,124,15,ALL LEVEL,6 months,ETHICAL HACKING,10-08-2016,2016,1,8
ETHICAL HACKING,https://www.eccouncil.org/academia/ethical-hacking-essentials-ehe/,TRUE,42000,344,432,20,ALL LEVEL,6 months,ETHICAL HACKING,02-05-2015,2015,2,5
ETHICAL HACKING,https://www.classcentral.com/subject/ethical-hacking,TRUE,42000,200,333,20,ALL LEVEL,6 months,ETHICAL HACKING,05-01-2012,2012,5,1
ETHICAL HACKING,https://www.linkedin.com/learning/paths/become-an-ethical-hacker,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,ETHICAL HACKING,02-05-2022,2022,2,5
ETHICAL HACKING,https://www.edx.org/learn/ethical-hacking,TRUE,42000,190,332,15,ALL LEVEL,6 months,ETHICAL HACKING,03-04-2023,2023,3,4
ETHICAL HACKING,https://trainings.internshala.com/hacking-course/,TRUE,42000,233,332,20,ALL LEVEL,6 months,ETHICAL HACKING,03-05-2020,2020,3,5
ETHICAL HACKING,https://www.shiksha.com/online-courses/ethical-hacking-courses-certification-training-st603-tg161,TRUE,42000,322,222,20,ALL LEVEL,6 months,ETHICAL HACKING,31-07-2023,2023,3,7
ETHICAL HACKING,https://www.codecademy.com/learn/introduction-to-ethical-hacking,TRUE,42000,200,234,15,ALL LEVEL,6 months,ETHICAL HACKING,05-07-2022,2022,5,7
ETHICAL HACKING,https://www.wscubetech.com/online-ethical-hacking-course.html,TRUE,42000,322,288,20,ALL LEVEL,6 months,ETHICAL HACKING,3/22/2022,2022,3,22
ETHICAL HACKING,https://www.mygreatlearning.com/academy/learn-for-free/courses/introduction-to-ethical-hacking,TRUE,42000,200,235,20,ALL LEVEL,6 months,ETHICAL HACKING,03-08-2022,2022,3,8
ETHICAL HACKING,https://www.softwaretestinghelp.com/best-ethical-hacking-courses/,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,ETHICAL HACKING,02-05-2022,2022,2,5
ETHICAL HACKING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjFk8-g0oCGAxWqFYMDHQH9CpEYABAAGgJzZg&ae=2&dsh=1&agsac=yyfS9Mb1nE8&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWYJHpTMgRD5TUg45M1j1oR0YVEVGKuhNC1Soe8PkfWyW00iRp17s-kaAkQ5EALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvt_TPYPS6vZ6KGsC4mGs6JHwCJGsb1iFbF825_YhT2OCsm13rq6igA3ukIoiCy0LGgI32vD_BwE&ohost=www.google.com&cid=CAESwwHg9i0yF7sBaNzJVtR2qZXSIaacJ8zgS6j7yqAuH5UAVj8v_7kS4alYxeMsZ7ko8-7Y5Mad-tnvh0hK45TyPaOcyvCpf-zgPwVcWv5mzDGmm5jrUoreEN2Y0Hr2e7nM3JbqOJrdTLDOsXC-EGBI9nR1uVxQ2jjxwEJ90pz7-Sqzf-FRvwSoVTjG4-ABzNrE7KaQPafameOIQsuKhpSqgaKgsqu7CNNoQCmMjrpJFdw2loWwMBx5ER9ADjjE34ajqbYJWe8&sig=AOD64_3HHBMBs4cBmrkR-5HcZcdbT6IwTA&q&adurl&ved=2ahUKEwjq3Mig0oCGAxUGa2wGHXssC0k4ChDRDHoECAMQAQ&ms=CoACi-9IUZZnj9ga-waw3uM-GyKqW4uqswd-xJ4wpspKxGn-10Cz2lfG_MigtWAAyZfP3xy8jVjk-SC-_fOYyYjgywOKh5EhlxmAaAEr4ZMYzOtvQz8mrZbb4CXOJ6BmqVa70aAkgy52U-t2TPVittvHue3lEkVWF32q8gTrZXZbC_Qbi-1tlxfCBUfIBEaCZi0tIzeu0WwEwstXy14Apg15Fhg1BZjWESX2DY51oj9yrTd4VK9pzBxYjEzEs0OagEdzRttDUNep_GC_7k5ZbV2ef4jVC6A1Hrwb5wq0_Uvsy-_R-UYoNLX7GZxmhDhOVTbf9UCb-03nir_tXb_OX5ya2wqAAvDlM-zerT-UfQOQnNmJsFsiM1K_kJ-QKG33xOv3_jmUzWNtfueyCr0b14hJtdLvEMh16ruaG_CzVvHueO0rh4W7wayCcvqZWuJ_hD81LSeGgUBmAdXfa36wKnBpDlEVxwOug1n8IMPR1HS9iD3pd2PtnU9WYSKnKatyWyaUcV1pEWGkpUuXPfY25K3xmI5PwG7YfJtlaMIwzSfSBnnOgrXeCJS22nz5g1vn3HaCU6uEI4P2Plj8VEWKhy0zHPSeqySABIYjFdTX-NCle0L-drr3yy3rpT93ecRZeA63EK7AZMF2y1tLPbpfJerFnUI7UXwVWvkd4IMj0pKAlU50Ub4SECCCGdAfARlQhBI3Fs2h_LY&dct=1,TRUE,42000,190,332,15,ALL LEVEL,6 months,ETHICAL HACKING,03-04-2023,2023,3,4
ETHICAL HACKING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjFk8-g0oCGAxWqFYMDHQH9CpEYABACGgJzZg&ae=2&dsh=1&agsac=aUqjS_eKZKM&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWaduB48zVFdGqf1s7uHf-6wgMrZtJEZrJHPlYTq27ju3qEftFa8k9saAl5KEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dviCRkrCnWNl_cAduMz_tUJf_NyWZz4BFMGEADKL5zzxOfZl_TFpONAH8xlQwjusDGgJZKvD_BwE&ohost=www.google.com&cid=CAESwwHg9i0yF7sBaNzJVtR2qZXSIaacJ8zgS6j7yqAuH5UAVj8v_7kS4alYxeMsZ7ko8-7Y5Mad-tnvh0hK45TyPaOcyvCpf-zgPwVcWv5mzDGmm5jrUoreEN2Y0Hr2e7nM3JbqOJrdTLDOsXC-EGBI9nR1uVxQ2jjxwEJ90pz7-Sqzf-FRvwSoVTjG4-ABzNrE7KaQPafameOIQsuKhpSqgaKgsqu7CNNoQCmMjrpJFdw2loWwMBx5ER9ADjjE34ajqbYJWe8&sig=AOD64_1ZUxIXg_TteueOFQmm7VMpDFgeOw&q&adurl&ved=2ahUKEwjq3Mig0oCGAxUGa2wGHXssC0k4ChDRDHoECAAQAQ&ms=CoACk9dTEqNNvIYXiDigx6lvPg7CZp-TqVla8cYx1sZq9QbLjRCf02e0muXwrgcEgcT72gf370zm-3CHrMuI_MOlgiu5w4Q43kOsVBosup5a3YlGWixysZ7-rjGFA7Z7-yPP7don9BdVCp1zHZtHksHugeGkL3pqLE6g6mT7QW4IJsgOou0Up1y2b36QYXWyVkscMjSL41Rm49JfoWdXvmVNXjRea7feeQ-cJYR97R4rtjlFduV_9EcS3lSUp0eGgCokbuFENP67nj6711tOXWWOUoT0U_koJvlm6mKBjm_-1_L44lUJNOWFK5AW-m9_ZWS6xQD-5X2U2OzJf6_2YpTz0QqAAlNH5nCdQGd5NheZdjJnh98wJVCLnn-nATl24KSeGw1Dd1-2h_Y7Dv8uK0TFvT0qJPXZDlfcHkrc4Z87dh_e8EunPZE-iln0Ifu8Kkb31tMTKZP8O0UoqremLT35MnYywXMwgkWTOme5HxpS_JOKdR05Q5YEjx6lHF624J7MGA7xU-EWl0-MjtKWVR5Zx22A_d5fhh35RizzSUUN9D_vChOOws02KVPvezQQGIeeTnAM48bBCSOHDLAR_S9la1C5B1_yhQr49o6qn8WRmcLx2_8kQ8fH4dCb1nRc2VbKo9kIhJLLQdHCt3vyez4XbL1wF00phDaD8T3x7sGAkOurFVkSEGIX19rDYJJhN7FKARx-mj0&dct=1,TRUE,42000,233,332,20,ALL LEVEL,6 months,ETHICAL HACKING,03-05-2020,2020,3,5
ETHICAL HACKING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjFk8-g0oCGAxWqFYMDHQH9CpEYABAFGgJzZg&ae=2&dsh=1&agsac=1kbcb1ujUgQ&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWYoqENthQK5oO3gwk02hq9MKdzjY6hvRYZ2r81WbrXuFyWwfAYGgyQaAi88EALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvrY0osvpcamulOg_srnJbj3Zkjjho83G1u7Yo6RR55lwP0RuBTkNMA0kUtjZ9IjDGgJsqPD_BwE&ohost=www.google.com&cid=CAESwwHg9i0yF7sBaNzJVtR2qZXSIaacJ8zgS6j7yqAuH5UAVj8v_7kS4alYxeMsZ7ko8-7Y5Mad-tnvh0hK45TyPaOcyvCpf-zgPwVcWv5mzDGmm5jrUoreEN2Y0Hr2e7nM3JbqOJrdTLDOsXC-EGBI9nR1uVxQ2jjxwEJ90pz7-Sqzf-FRvwSoVTjG4-ABzNrE7KaQPafameOIQsuKhpSqgaKgsqu7CNNoQCmMjrpJFdw2loWwMBx5ER9ADjjE34ajqbYJWe8&sig=AOD64_1k77kXGNL8HGD5nR1xjijgddZZCQ&q&adurl&ved=2ahUKEwjq3Mig0oCGAxUGa2wGHXssC0k4ChDRDHoECAEQAQ&ms=CoACitYTM_tcv7QWmTuQ3qkvPU_CLa3KqBl46cc7xM9qvSfbnBq9mnf1muzg7QRNgcbL2xa3z1T3sUDevcq6pdPtoWq4wZVgzwCORQtuqZ5Kn6kOS21C4Y7-jCCUC4Rj-mHfvMpn5w9VSq9yDdhGmtDusei0Lkl7PEWAsnX4YzcZZfofo-0l9ly_bWeRIkTiVkotaySA8QV2o8MeoWxEr3UMfnRParSeeU6-LIR3zlcrvDldZ6xP7UdY7ASE50XegCsXbuAMNP-7lQz61hJdBWTNccX1GspwN_pV4mODvW7-1MOx4xYKNOSFO9EX8l4uZC6ZnQC09W2E09-Ab-3GOoX48wqAAiOr8f56kocIE2VgKoBJNzs2091EKRPg3z1zE0juNESHihz2hB5jZGzTm_cYjgd1yuU-9tl0rHOHKrL6PUxU4DhfTLLc917kwqzJvq1234bPHwqotHQoLk_lvrHdQOhYqQNv5zbBx_zaXmL35QOkpp3kG3fS_T5Dd0I2VpSRsNh2TLk2qI2KF8czxm3CixWwo47W3QA7-mpDe_daQNiDxx8kAqv5tpdnIlVW-ZibWCyAOXSxVo8nYg4KruXnoar04Xz5Mn4fcMGSWKEaqr2p42fzTOxaCn7NU_NxrPLLlCK3LLfYRQIdUE6mVgdSbB4XLoXhbPTqQ3jKwo01wF01IeASEDd8MMXTQ2CFB376Tfj7GnQ&dct=1,TRUE,42000,322,222,20,ALL LEVEL,6 months,ETHICAL HACKING,31-07-2023,2023,3,7
ETHICAL HACKING,https://www.mindluster.com/certificate/4620?gad_source=1&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWZHN4AoCf7fEI4K8cSn5RJ3bFlRClq79F2QycX3O29wRW3Z-DHRhb4aAtWREALw_wcB,TRUE,42000,322,288,20,ALL LEVEL,6 months,ETHICAL HACKING,3/22/2022,2022,3,22
ETHICAL HACKING,https://www.coursera.org/learn/ethical-hacking-essentials-ehe,TRUE,42000,200,235,20,ALL LEVEL,6 months,ETHICAL HACKING,03-08-2022,2022,3,8
ETHICAL HACKING,https://www.simplilearn.com/cyber-security/ceh-certification,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,ETHICAL HACKING,02-05-2022,2022,2,5
ETHICAL HACKING,https://onlinecourses.nptel.ac.in/noc22_cs13/preview,TRUE,42000,190,332,15,ALL LEVEL,6 months,ETHICAL HACKING,03-04-2023,2023,3,4
ETHICAL HACKING,https://www.udemy.com/course/penetration-testing/,TRUE,42000,233,332,20,ALL LEVEL,6 months,ETHICAL HACKING,03-05-2020,2020,3,5
ETHICAL HACKING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjS-snW0YCGAxV_qGYCHXbLBh4YABACGgJzbQ&ae=2&dsh=1&ase=3&agsac=pPSkP5HxZlo&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWawOYb_s04blbxHQe5JO796JzzLKxj27TYc7LNc1WhYJnfB7s6PBrAaAhO3EALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvmD4LqKR-ZPmg00GUmLqGu3aRJtzXdELrO1ZCkSw3E23RE0UixLWsODDcjK6cAOrGgJoZ_D_BwE&ohost=www.google.com&cid=CAESwwHg9hSIF4aE0gBc2U72Ricn_lfHeDju2azTbXqACkq1m7KajEXxa1SvTrZJ5_IWwyzVlMjmeOLw7x8n7btnAQkU4vA8Js7p-EZWxxd4g5rW_Oqka6rGJyfjJVA25KLGmQioCRfsjUjIFVUG9d69Ng4MWOO7grkZqmiOIvHzDSGAkNZgJQA-b2YnX3xSSHYakgqWPmEO2giTwsXSw3Gul1Jk7FosdkzRD-wOSa1uIGTFw5HsY3S3hdp7_vAexwpMVcwVq6o&sig=AOD64_3F-,TRUE,42000,322,222,20,ALL LEVEL,6 months,ETHICAL HACKING,31-07-2023,2023,3,7
ETHICAL HACKING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjS-snW0YCGAxV_qGYCHXbLBh4YABAAGgJzbQ&ae=2&dsh=1&ase=3&agsac=ZLtI78k3rMM&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWZvppvcjC6LsJZj3j7llarWaFp917bMq1QhhVYN9xNenvzW2PDC5KcaAp2JEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvkMWpIgauEnd-3UpCRabivXljgIjZQ7mC25ewscSndeOX66ntjr2JttpvL4QKwX3GgLchfD_BwE&ohost=www.google.com&cid=CAESwwHg9hSIF4aE0gBc2U72Ricn_lfHeDju2azTbXqACkq1m7KajEXxa1SvTrZJ5_IWwyzVlMjmeOLw7x8n7btnAQkU4vA8Js7p-EZWxxd4g5rW_Oqka6rGJyfjJVA25KLGmQioCRfsjUjIFVUG9d69Ng4MWOO7grkZqmiOIvHzDSGAkNZgJQA-b2YnX3xSSHYakgqWPmEO2giTwsXSw3Gul1Jk7FosdkzRD-wOSa1uIGTFw5HsY3S3hdp7_vAexwpMVcwVq6o&sig=AOD64_3Qk_w2EFiLPJBIjm3q9OwcPbIbYQ&q&adurl&ved=2ahUKEwi5u8HW0YCGAxUtSmwGHQyhCDUQ0Qx6BAgPEAE&nis=12&uk=1715260089168&ms=CoACwdQYn3XOK8Bcc2VeG3f5P_IPt58934UR7Hxm7OLwbyCGtiFmQ9Mnkw-iXvSVuqUQS3SwBFwsZFsp2_9KdKmCNwPkinwVSSMzvWPLPUU0srWFxI6OQeQ2Ii58WXyT1w3DS0VMVs9oy7jQf9e0xGSeTNvO75O6_NGt8Gdbeh4joHi5--oMghjy90tQcIVuap0w4I7_fXJvGkMGTTnzCEnGKTIF1xd5_WjtYEmok5GHHPOA_hRiyADvJFF_AsCKPKd4WZcfP2rACT2zlEBVQ4bPYBT0WNORpBzCvBlklDqs75F0-I966kw8eyRCPO-5bcJcKAzFZDLGDcIbyXIncejj3wqAAmN778zTXY8vbpXAolBxxNoXobdlfZW_nBRhrrYnTLOMiK8nDH0iJyWsoYLKxZkpknt9Ngvgg_LcWE-rmNvqT3RHNvYB6LUMUL3l8l_6wTvIaqHbd6UKuE-PMbZNb-dRxoU5jcU3O720OokJ2fm-KmWsJ0HX6IITfYe-MC_1NRGZMZsmZbTCNwfFq9CiBqTbLz2byyFAuBZBOWYOfGTtUNP7lB1GMhViO2c6x158pJtq-2SJW2Ivsdr8m5FNfeMeoN3shzHz3Rk6VbFy7JBCORT4fVzx5HmNM1nW1gB03UKLvGbRPEd8k14LYT1KW7YPCP2Dz8_ylptsLbdCFXtbPp8SEDdkvh3T5aYHCNASfJnBUpI&dct=1,TRUE,42000,200,234,15,ALL LEVEL,6 months,ETHICAL HACKING,05-07-2022,2022,5,7
WEB DEVELOPMENT,https://prepleaf.com/partner-with-us?utm_source=adcanopus&utm_medium=1207https://prepleaf.com/partner-with-us?utm_source=adcanopus&utm_medium=1207&gad_source=1&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWbOjPtHOTAIU4y-Mt6pGSwF6BioB3zJ9-mwWsHJnHRw4_LwfVbTI9caAngKEALw_wcB,TRUE,42000,344,432,20,ALL LEVEL,6 months,WEB DEVELOPMENT,02-05-2015,2015,2,5
WEB DEVELOPMENT,https://www.codingninjas.com/careercamp/professionals/?utm_source=google&utm_medium=[search]&utm_campaign=20864935327_160311875161_b_web%20developer%20course_,TRUE,42000,200,333,20,ALL LEVEL,6 months,WEB DEVELOPMENT,05-01-2012,2012,5,1
